# MPU6050 Phan 6 - Simulated Data
# Time_ms, Roll_Accel(deg), Pitch_Accel(deg), Roll_Gyro(deg), Pitch_Gyro(deg), Yaw_Gyro(deg), Roll_CF(deg), Pitch_CF(deg), Roll_KF(deg), Pitch_KF(deg), Ax_lin(g), Ay_lin(g), Az_lin(g)
2290,-7.97,-8.13,10.24,-5.66,0.07,-0.01,-1.96,-1.05,-1.99,0.0892,-0.1187,-0.1325
2300,2.32,5.68,10.24,-5.66,0.09,0.04,-1.81,-0.97,-1.76,-0.1162,0.0344,-0.0740
2310,3.50,-2.56,10.24,-5.65,0.08,0.11,-1.81,-0.85,-1.77,0.0245,0.0660,0.1858
2320,-7.49,-1.44,10.24,-5.65,0.07,-0.04,-1.80,-1.07,-1.76,-0.0011,-0.1374,0.0706
2330,-1.27,4.70,10.24,-5.65,0.07,-0.07,-1.68,-1.10,-1.56,-0.1004,-0.0182,-0.0408
2340,-2.07,-20.25,10.23,-5.65,0.06,-0.11,-2.04,-1.15,-2.12,0.3030,-0.0293,-0.0573
2350,-4.72,-5.83,10.23,-5.64,0.06,-0.21,-2.11,-1.28,-2.23,0.0727,-0.0841,0.1335
2360,17.52,14.30,10.24,-5.64,0.06,0.15,-1.78,-0.72,-1.73,-0.3099,0.3267,0.0686
2370,-8.35,-3.20,10.24,-5.64,0.07,-0.02,-1.81,-0.97,-1.78,0.0208,-0.1264,-0.1381
2380,10.80,6.02,10.24,-5.64,0.07,0.20,-1.66,-0.62,-1.54,-0.1011,0.1319,-0.2357
2390,-3.01,-6.42,10.24,-5.65,0.07,0.13,-1.76,-0.71,-1.69,0.1197,-0.0739,0.3218
2400,-11.55,6.53,10.23,-5.65,0.06,-0.11,-1.59,-1.06,-1.44,-0.1207,-0.1691,-0.1367
2410,0.28,-0.14,10.23,-5.65,0.07,-0.10,-1.56,-1.04,-1.40,-0.0181,0.0089,0.1196
2420,3.98,-4.35,10.22,-5.65,0.06,-0.03,-1.62,-0.91,-1.48,0.0712,0.0863,0.2537
2430,6.94,-8.05,10.22,-5.64,0.06,0.11,-1.74,-0.68,-1.67,0.1190,0.1207,0.0468
2440,13.42,9.40,10.22,-5.63,0.06,0.38,-1.51,-0.27,-1.32,-0.1814,0.2061,-0.0622
2450,27.88,1.87,10.23,-5.63,0.06,0.93,-1.44,0.59,-1.21,-0.0489,0.3928,-0.1767
2460,1.94,3.60,10.23,-5.62,0.05,0.95,-1.33,0.63,-1.06,-0.0665,-0.0108,-0.1699
2470,-5.75,4.09,10.22,-5.63,0.05,0.82,-1.23,0.43,-0.90,-0.0886,-0.1404,0.0975
2480,2.66,-12.85,10.23,-5.63,0.05,0.86,-1.46,0.50,-1.26,0.2605,0.0256,0.2457
2490,-2.94,-4.75,10.22,-5.62,0.06,0.78,-1.52,0.39,-1.35,0.0536,-0.0781,-0.0297
2500,7.75,10.04,10.23,-5.63,0.05,0.92,-1.29,0.62,-1.00,-0.1864,0.0956,-0.0510
2510,-10.22,-7.79,10.23,-5.61,0.06,0.70,-1.41,0.29,-1.19,0.1334,-0.2259,0.1301
2520,20.43,-18.88,10.23,-5.61,0.06,1.09,-1.76,0.90,-1.72,0.2983,0.3077,-0.0736
2530,6.31,-9.22,10.22,-5.61,0.06,1.19,-1.91,1.06,-1.95,0.1281,0.0768,0.0670
2540,-14.22,11.01,10.23,-5.62,0.05,0.89,-1.65,0.61,-1.56,-0.2419,-0.2890,0.0305
2550,-6.85,3.09,10.23,-5.61,0.05,0.74,-1.55,0.38,-1.41,-0.0823,-0.1356,-0.0354
2560,6.24,-11.48,10.23,-5.61,0.05,0.85,-1.75,0.55,-1.72,0.1713,0.0885,0.0226
2570,7.33,3.78,10.23,-5.62,0.05,0.98,-1.65,0.76,-1.55,-0.1186,0.1354,0.2749
2580,-10.16,-4.35,10.24,-5.63,0.05,0.76,-1.71,0.43,-1.65,0.0514,-0.2203,0.0960
2590,4.64,-6.49,10.24,-5.62,0.06,0.84,-1.80,0.56,-1.79,0.0960,0.0736,0.1608
2600,-18.71,7.20,10.24,-5.62,0.06,0.45,-1.62,-0.03,-1.51,-0.1513,-0.3091,-0.1339
2610,-1.12,-0.53,10.24,-5.62,0.07,0.42,-1.60,-0.06,-1.48,-0.0201,-0.0289,0.1599
2620,7.93,22.30,10.25,-5.61,0.06,0.58,-1.12,0.18,-0.75,-0.4725,0.1437,0.0868
2630,-6.57,9.37,10.25,-5.61,0.05,0.44,-0.90,-0.03,-0.42,-0.1330,-0.1005,-0.2223
2640,-11.99,0.90,10.24,-5.61,0.05,0.18,-0.87,-0.41,-0.37,-0.0164,-0.2316,0.0794
2650,0.72,9.95,10.24,-5.62,0.05,0.19,-0.66,-0.39,-0.05,-0.1574,0.0155,-0.0746
2660,-7.19,-18.22,10.23,-5.63,0.05,0.03,-1.02,-0.61,-0.60,0.2609,-0.0923,-0.2180
2670,4.60,10.47,10.23,-5.63,0.05,0.12,-0.79,-0.46,-0.25,-0.1885,0.0882,0.0317
2680,-7.33,2.35,10.22,-5.63,0.06,-0.04,-0.73,-0.69,-0.16,-0.0380,-0.1321,0.0884
2690,-6.82,-2.14,10.23,-5.63,0.06,-0.16,-0.76,-0.88,-0.20,0.0452,-0.1094,0.0288
2700,-17.17,-12.55,10.23,-5.63,0.06,-0.50,-1.00,-1.39,-0.57,0.2297,-0.2818,-0.0098
2710,0.91,11.27,10.23,-5.64,0.06,-0.47,-0.75,-1.34,-0.20,-0.1918,0.0445,-0.0409
2720,-1.40,-7.91,10.23,-5.63,0.06,-0.49,-0.89,-1.36,-0.41,0.1882,-0.0049,0.3598
2730,-12.45,-1.41,10.22,-5.64,0.06,-0.74,-0.91,-1.73,-0.44,0.0145,-0.1511,-0.1782
2740,0.94,6.25,10.23,-5.65,0.05,-0.70,-0.77,-1.66,-0.23,-0.1276,0.0535,0.1236
2750,7.94,-4.90,10.22,-5.65,0.06,-0.54,-0.86,-1.40,-0.36,0.0845,0.1695,-0.0048
2760,-2.69,-3.16,10.22,-5.65,0.05,-0.58,-0.90,-1.45,-0.44,0.0428,-0.0160,-0.1285
2770,1.69,3.92,10.21,-5.65,0.04,-0.54,-0.81,-1.38,-0.29,-0.0732,0.0537,-0.0072
2780,2.16,-2.12,10.21,-5.65,0.04,-0.49,-0.84,-1.29,-0.34,0.0259,0.0518,-0.1985
2790,-11.46,2.26,10.22,-5.65,0.04,-0.70,-0.78,-1.62,-0.25,-0.0402,-0.1614,-0.0749
2800,16.27,-1.99,10.21,-5.66,0.04,-0.37,-0.80,-1.10,-0.29,0.0329,0.3114,0.0070
2810,-5.77,-8.47,10.21,-5.66,0.04,-0.48,-0.96,-1.25,-0.53,0.1094,-0.0644,-0.2077
2820,4.57,-13.09,10.21,-5.66,0.04,-0.37,-1.20,-1.09,-0.91,0.2356,0.0994,0.0959
2830,6.79,10.53,10.22,-5.66,0.05,-0.23,-0.97,-0.86,-0.55,-0.1786,0.1106,-0.1184
2840,-2.18,-22.70,10.22,-5.67,0.05,-0.27,-1.41,-0.91,-1.22,0.3107,-0.0245,-0.1820
2850,5.33,17.38,10.22,-5.67,0.06,-0.15,-1.04,-0.73,-0.66,-0.2870,0.0831,-0.1200
2860,1.13,0.12,10.22,-5.67,0.06,-0.13,-1.02,-0.68,-0.63,-0.0161,0.0275,0.3500
2870,-16.89,-8.04,10.23,-5.68,0.06,-0.45,-1.16,-1.18,-0.85,0.0902,-0.2109,-0.2594
2880,-3.13,-3.24,10.22,-5.68,0.06,-0.52,-1.21,-1.26,-0.92,0.0419,-0.0457,0.0976
2890,-6.34,4.55,10.22,-5.68,0.06,-0.63,-1.09,-1.42,-0.75,-0.0890,-0.0833,-0.0766
2900,-4.64,0.66,10.22,-5.69,0.05,-0.71,-1.06,-1.54,-0.70,-0.0255,-0.0577,-0.0155
2910,-10.40,2.71,10.23,-5.68,0.06,-0.90,-0.98,-1.82,-0.59,-0.0648,-0.1748,0.1212
2920,8.13,3.48,10.23,-5.69,0.07,-0.71,-0.90,-1.53,-0.46,-0.0753,0.1803,0.1082
2930,13.94,-8.77,10.24,-5.68,0.07,-0.42,-1.05,-1.07,-0.70,0.1335,0.2390,-0.0733
2940,9.39,-5.02,10.23,-5.68,0.08,-0.22,-1.13,-0.77,-0.82,0.0567,0.1381,-0.1661
2950,9.13,4.22,10.23,-5.69,0.08,-0.04,-1.03,-0.47,-0.66,-0.0958,0.1729,0.1243
2960,-3.17,-7.91,10.22,-5.68,0.07,-0.11,-1.16,-0.57,-0.88,0.1359,-0.0659,0.1082
2970,-6.10,-3.81,10.22,-5.68,0.07,-0.23,-1.21,-0.75,-0.96,0.0447,-0.1041,-0.0166
2980,-6.60,-7.33,10.22,-5.68,0.07,-0.35,-1.33,-0.93,-1.15,0.1145,-0.1192,0.0878
2990,5.14,-6.75,10.23,-5.69,0.06,-0.24,-1.45,-0.75,-1.32,0.0827,0.0895,-0.0431
3000,1.52,6.57,10.23,-5.69,0.06,-0.20,-1.29,-0.69,-1.08,-0.1293,0.0256,-0.0952
3010,-1.20,3.55,10.22,-5.69,0.06,-0.23,-1.19,-0.72,-0.94,-0.0845,-0.0191,0.0280
3020,9.44,-6.71,10.22,-5.69,0.07,-0.04,-1.30,-0.42,-1.11,0.1060,0.1775,0.1000
3030,2.70,-5.91,10.21,-5.69,0.07,0.01,-1.40,-0.33,-1.25,0.0812,0.0417,0.0651
3040,-7.00,-0.87,10.21,-5.68,0.06,-0.14,-1.38,-0.55,-1.23,-0.0128,-0.1376,0.0903
3050,-6.98,-2.33,10.20,-5.69,0.08,-0.28,-1.41,-0.75,-1.27,0.0075,-0.1082,-0.0952
3060,4.17,-9.46,10.20,-5.69,0.08,-0.19,-1.56,-0.61,-1.51,0.1725,0.0914,0.2434
3070,8.50,3.97,10.21,-5.68,0.07,-0.01,-1.45,-0.33,-1.34,-0.1025,0.1381,-0.0430
3080,4.11,-5.74,10.21,-5.68,0.07,0.07,-1.53,-0.20,-1.48,0.0649,0.0614,-0.0090
3090,18.26,0.68,10.20,-5.69,0.08,0.43,-1.50,0.35,-1.42,-0.0451,0.2500,-0.1795
3100,13.23,0.71,10.20,-5.70,0.08,0.68,-1.46,0.75,-1.36,-0.0451,0.2002,-0.0102
3110,2.90,-9.44,10.20,-5.70,0.08,0.73,-1.62,0.82,-1.61,0.1448,0.0200,0.0937
3120,-6.77,-7.11,10.21,-5.70,0.08,0.59,-1.73,0.61,-1.78,0.0986,-0.1633,0.1219
3130,-9.28,-6.33,10.21,-5.70,0.08,0.39,-1.82,0.31,-1.92,0.0920,-0.2223,0.2297
3140,-3.52,-11.00,10.20,-5.69,0.08,0.30,-2.00,0.19,-2.20,0.1575,-0.0797,0.0698
3150,5.49,-1.23,10.19,-5.70,0.08,0.40,-1.99,0.35,-2.19,-0.0334,0.0868,0.0316
3160,15.33,-6.98,10.20,-5.70,0.08,0.70,-2.09,0.81,-2.34,0.0624,0.2354,-0.0730
3170,3.24,1.63,10.20,-5.70,0.09,0.76,-2.01,0.90,-2.22,-0.0821,0.0228,-0.1001
3180,8.00,-3.31,10.21,-5.69,0.08,0.91,-2.03,1.13,-2.26,0.0124,0.1287,0.1375
3190,-2.29,-0.02,10.20,-5.70,0.08,0.84,-2.00,1.03,-2.20,-0.0529,-0.0792,0.1279
3200,5.49,-2.27,10.21,-5.70,0.08,0.94,-2.01,1.18,-2.21,-0.0179,0.0485,-0.1675
3210,5.69,-5.46,10.20,-5.70,0.09,1.03,-2.08,1.32,-2.32,0.0540,0.0746,0.0974
3220,-15.23,5.02,10.20,-5.70,0.09,0.70,-1.94,0.82,-2.11,-0.1502,-0.3285,0.0821
3230,-4.77,-21.08,10.19,-5.70,0.10,0.58,-2.32,0.66,-2.69,0.2721,-0.0889,-0.1734
3240,6.80,6.67,10.19,-5.68,0.10,0.71,-2.12,0.85,-2.40,-0.1830,0.1098,0.0710
3250,2.05,10.52,10.19,-5.69,0.10,0.73,-1.88,0.89,-2.02,-0.2035,0.0081,-0.1591
3260,-15.89,-15.64,10.20,-5.69,0.10,0.41,-2.15,0.39,-2.44,0.1447,-0.2020,-0.3478
3270,-20.42,-7.37,10.20,-5.69,0.10,-0.01,-2.25,-0.24,-2.60,0.0853,-0.3677,-0.0070
3280,-3.47,-6.06,10.20,-5.68,0.10,-0.08,-2.33,-0.34,-2.71,0.0571,-0.0551,0.0529
3290,-1.17,-6.44,10.20,-5.68,0.10,-0.10,-2.40,-0.37,-2.83,0.0549,-0.0104,-0.0029
3300,-5.58,-0.71,10.21,-5.68,0.11,-0.20,-2.37,-0.53,-2.78,-0.0392,-0.1257,0.4222
3310,0.60,6.02,10.21,-5.69,0.11,-0.18,-2.21,-0.50,-2.53,-0.1633,0.0270,0.0465
3320,3.59,-1.70,10.22,-5.69,0.11,-0.10,-2.21,-0.37,-2.52,-0.0165,0.0774,0.0112
3330,4.73,4.25,10.21,-5.70,0.11,-0.01,-2.08,-0.22,-2.33,-0.1230,0.0969,0.0509
3340,-20.66,-9.17,10.22,-5.70,0.11,-0.41,-2.23,-0.85,-2.55,0.1186,-0.3392,-0.0758
3350,-10.04,0.10,10.22,-5.70,0.10,-0.61,-2.18,-1.14,-2.48,-0.0472,-0.1738,0.1234
3360,-2.94,5.46,10.22,-5.71,0.09,-0.65,-2.03,-1.20,-2.25,-0.1415,-0.0212,0.0362
3370,4.03,1.50,10.21,-5.71,0.09,-0.57,-1.97,-1.06,-2.15,-0.0626,0.1048,0.0278
3380,3.87,-4.99,10.21,-5.72,0.10,-0.48,-2.04,-0.92,-2.25,0.0452,0.0877,-0.1074
3390,4.37,4.63,10.21,-5.73,0.11,-0.38,-1.91,-0.77,-2.05,-0.0963,0.0808,-0.2360
3400,-4.04,6.16,10.22,-5.74,0.11,-0.45,-1.76,-0.88,-1.81,-0.1283,-0.0451,-0.0727
3410,-3.16,-3.01,10.21,-5.74,0.10,-0.51,-1.78,-0.96,-1.84,0.0300,-0.0349,0.0426
3420,-7.06,-3.35,10.21,-5.74,0.10,-0.65,-1.81,-1.16,-1.89,0.0287,-0.0902,-0.0632
3430,5.60,2.97,10.21,-5.74,0.10,-0.52,-1.72,-0.96,-1.75,-0.0799,0.1275,0.0449
3440,-8.46,2.88,10.22,-5.75,0.10,-0.67,-1.64,-1.20,-1.62,-0.0708,-0.1195,-0.0320
3450,6.13,-2.85,10.21,-5.76,0.11,-0.54,-1.67,-0.99,-1.66,0.0329,0.1388,0.0641
3460,1.37,12.58,10.22,-5.75,0.11,-0.49,-1.38,-0.92,-1.22,-0.2081,0.0403,-0.1397
3470,-0.91,10.23,10.22,-5.75,0.12,-0.50,-1.15,-0.92,-0.86,-0.1919,0.0023,0.0340
3480,-6.63,5.33,10.22,-5.75,0.11,-0.62,-1.02,-1.11,-0.67,-0.0841,-0.0850,-0.0865
3490,-14.94,0.83,10.22,-5.75,0.10,-0.91,-0.98,-1.55,-0.61,-0.0080,-0.1803,-0.2101
3500,-6.08,-3.77,10.22,-5.76,0.11,-1.01,-1.05,-1.69,-0.71,0.0671,-0.0704,-0.0039
3510,-2.70,-10.83,10.21,-5.77,0.12,-1.05,-1.25,-1.75,-1.01,0.2297,-0.0216,0.2388
3520,-24.25,-9.49,10.21,-5.77,0.12,-1.52,-1.41,-2.46,-1.26,0.1302,-0.3111,-0.2000
3530,-2.16,0.22,10.20,-5.77,0.12,-1.54,-1.38,-2.48,-1.21,-0.0213,0.0139,0.0349
3540,6.39,-0.85,10.20,-5.76,0.13,-1.38,-1.36,-2.23,-1.19,-0.0002,0.1730,0.1298
3550,3.13,5.41,10.21,-5.75,0.13,-1.28,-1.22,-2.08,-0.98,-0.1403,0.1135,0.3374
3560,-5.05,-1.03,10.21,-5.76,0.13,-1.35,-1.22,-2.18,-0.98,0.0069,-0.0437,-0.0775
3570,-0.18,1.43,10.22,-5.76,0.13,-1.33,-1.17,-2.14,-0.90,-0.0319,0.0359,-0.0934
3580,-6.24,-4.55,10.22,-5.75,0.13,-1.43,-1.22,-2.28,-0.99,0.0568,-0.0519,-0.1649
3590,0.59,4.95,10.22,-5.74,0.13,-1.39,-1.10,-2.22,-0.80,-0.1099,0.0512,0.1721
3600,13.80,-6.03,10.21,-5.74,0.12,-1.09,-1.20,-1.75,-0.95,0.0875,0.2469,-0.1226
3610,7.90,-14.25,10.21,-5.74,0.12,-0.91,-1.46,-1.47,-1.35,0.2275,0.1531,-0.0457
3620,5.17,-0.28,10.21,-5.74,0.12,-0.79,-1.43,-1.28,-1.31,-0.0178,0.0816,-0.2541
3630,-4.13,-3.94,10.21,-5.74,0.13,-0.86,-1.48,-1.38,-1.39,0.0559,-0.0669,0.1481
3640,4.87,-5.84,10.21,-5.75,0.12,-0.74,-1.57,-1.20,-1.53,0.0942,0.1136,0.1797
3650,-12.81,1.94,10.21,-5.75,0.12,-0.99,-1.51,-1.56,-1.43,-0.0661,-0.2394,0.1262
3660,-3.47,-3.88,10.22,-5.76,0.11,-1.03,-1.56,-1.62,-1.51,0.0264,-0.0230,-0.2294
3670,3.96,-1.12,10.23,-5.75,0.12,-0.92,-1.55,-1.46,-1.49,-0.0051,0.0973,0.0974
3680,7.39,-2.53,10.23,-5.75,0.12,-0.74,-1.57,-1.19,-1.52,0.0073,0.1148,-0.2324
3690,4.98,5.26,10.24,-5.75,0.12,-0.62,-1.43,-1.00,-1.31,-0.1172,0.0990,0.0259
3700,1.85,-1.28,10.25,-5.76,0.12,-0.56,-1.43,-0.91,-1.31,0.0023,0.0406,0.0455
3710,-2.09,-5.02,10.25,-5.75,0.12,-0.59,-1.50,-0.96,-1.42,0.0697,-0.0313,0.0582
3720,3.64,-12.06,10.25,-5.74,0.12,-0.51,-1.70,-0.82,-1.73,0.2020,0.0748,0.0873
3730,-8.46,-8.95,10.25,-5.75,0.13,-0.67,-1.85,-1.06,-1.96,0.1218,-0.1414,0.0056
3740,-10.53,-24.63,10.25,-5.75,0.14,-0.87,-2.31,-1.36,-2.66,0.2859,-0.1189,-0.2732
3750,-0.04,4.90,10.24,-5.76,0.15,-0.85,-2.17,-1.33,-2.45,-0.1446,0.0162,0.0964
3760,0.88,-8.22,10.25,-5.76,0.15,-0.82,-2.30,-1.27,-2.64,0.0963,0.0313,0.0292
3770,-17.60,-2.90,10.24,-5.76,0.15,-1.16,-2.31,-1.79,-2.66,-0.0067,-0.2551,-0.1148
3780,4.19,-23.62,10.24,-5.76,0.16,-1.05,-2.74,-1.62,-3.31,0.2796,0.0826,-0.2040
3790,4.80,4.57,10.24,-5.76,0.16,-0.94,-2.59,-1.44,-3.08,-0.1617,0.1238,0.2492
3800,-1.02,4.98,10.23,-5.77,0.16,-0.94,-2.45,-1.43,-2.86,-0.1580,-0.0036,0.1928
3810,16.95,3.37,10.24,-5.77,0.16,-0.58,-2.33,-0.88,-2.68,-0.1159,0.3460,0.1083
3820,-6.90,17.70,10.23,-5.77,0.16,-0.71,-1.93,-1.07,-2.07,-0.3273,-0.1070,-0.0941
3830,-5.62,5.13,10.23,-5.78,0.17,-0.82,-1.79,-1.22,-1.85,-0.0832,-0.0558,-0.3517
3840,-3.46,4.68,10.22,-5.77,0.19,-0.88,-1.66,-1.30,-1.65,-0.1123,-0.0578,0.1335
3850,-1.13,-2.25,10.22,-5.77,0.19,-0.88,-1.67,-1.30,-1.66,0.0229,-0.0095,0.0701
3860,-3.49,-4.18,10.22,-5.77,0.19,-0.93,-1.72,-1.38,-1.74,0.0490,-0.0450,-0.0390
3870,-10.45,-13.89,10.22,-5.78,0.20,-1.12,-1.97,-1.66,-2.12,0.2652,-0.1964,0.1766
3880,-4.54,-7.97,10.22,-5.77,0.21,-1.19,-2.09,-1.76,-2.30,0.1200,-0.0640,0.1283
3890,-1.34,3.60,10.22,-5.77,0.21,-1.19,-1.97,-1.76,-2.12,-0.1036,0.0032,0.0262
3900,9.56,6.24,10.23,-5.77,0.21,-0.98,-1.81,-1.43,-1.87,-0.1442,0.1920,0.0048
3910,17.16,-4.94,10.22,-5.78,0.22,-0.62,-1.87,-0.87,-1.97,0.0611,0.3212,0.0068
3920,9.54,8.82,10.22,-5.77,0.21,-0.41,-1.66,-0.55,-1.64,-0.2002,0.1816,0.0961
3930,-7.98,-17.94,10.22,-5.77,0.21,-0.56,-1.98,-0.78,-2.14,0.2589,-0.1283,-0.1278
3940,-5.97,-10.15,10.24,-5.77,0.21,-0.66,-2.15,-0.93,-2.39,0.1531,-0.1105,0.0615
3950,-2.18,3.23,10.23,-5.78,0.21,-0.69,-2.04,-0.98,-2.23,-0.0895,-0.0286,-0.1335
3960,11.83,10.67,10.23,-5.78,0.21,-0.45,-1.79,-0.59,-1.84,-0.2623,0.2499,0.1948
3970,-1.80,-11.36,10.23,-5.78,0.21,-0.47,-1.98,-0.63,-2.13,0.1879,-0.0405,0.0705
3980,-12.72,-0.17,10.22,-5.78,0.21,-0.73,-1.95,-1.01,-2.08,-0.0308,-0.2041,-0.1070
3990,-4.67,-11.13,10.22,-5.78,0.22,-0.80,-2.13,-1.12,-2.35,0.1635,-0.0761,0.0080
4000,6.55,13.57,10.22,-5.78,0.22,-0.66,-1.81,-0.89,-1.87,-0.2483,0.1070,-0.1256
4010,4.26,3.18,10.21,-5.77,0.23,-0.57,-1.71,-0.75,-1.71,-0.0941,0.0921,0.2167
4020,-1.80,-0.93,10.21,-5.77,0.23,-0.59,-1.69,-0.78,-1.69,-0.0032,-0.0394,0.2228
4030,4.66,-1.36,10.21,-5.78,0.23,-0.49,-1.69,-0.62,-1.69,0.0029,0.0885,0.0796
4040,-15.52,2.07,10.21,-5.78,0.22,-0.79,-1.62,-1.07,-1.57,-0.0681,-0.3372,0.1982
4050,0.30,-6.15,10.21,-5.77,0.23,-0.76,-1.70,-1.03,-1.70,0.0882,0.0184,-0.0119
4060,5.94,6.94,10.21,-5.78,0.22,-0.63,-1.54,-0.82,-1.44,-0.1571,0.1253,0.0759
4070,-6.34,0.06,10.21,-5.79,0.22,-0.75,-1.52,-1.00,-1.41,-0.0174,-0.1223,0.1378
4080,-7.50,-2.10,10.22,-5.79,0.21,-0.87,-1.53,-1.19,-1.42,0.0209,-0.1167,-0.0444
4090,-15.57,-5.14,10.21,-5.79,0.21,-1.17,-1.60,-1.64,-1.54,0.0760,-0.2576,-0.0313
4100,11.05,-6.07,10.21,-5.80,0.22,-0.94,-1.69,-1.27,-1.67,0.1003,0.2478,0.0932
4110,-5.98,7.48,10.20,-5.80,0.21,-1.04,-1.51,-1.43,-1.39,-0.1664,-0.0938,0.0476
4120,1.63,12.90,10.21,-5.79,0.21,-0.98,-1.22,-1.33,-0.95,-0.2164,0.0479,-0.1545
4130,6.55,-16.68,10.21,-5.79,0.20,-0.83,-1.53,-1.10,-1.42,0.1951,0.0972,-0.3508
4140,12.19,-3.89,10.21,-5.79,0.20,-0.57,-1.57,-0.70,-1.49,0.0506,0.2217,-0.0466
4150,-2.65,7.34,10.21,-5.80,0.19,-0.61,-1.40,-0.76,-1.23,-0.1059,-0.0268,-0.3181
4160,-5.89,-15.92,10.21,-5.80,0.20,-0.72,-1.70,-0.91,-1.68,0.2271,-0.0804,-0.1446
4170,1.02,-2.38,10.21,-5.81,0.19,-0.68,-1.72,-0.86,-1.70,0.0112,0.0252,-0.1207
4180,10.94,-11.56,10.21,-5.82,0.18,-0.45,-1.92,-0.50,-2.01,0.1622,0.1823,-0.0711
4190,-1.76,-1.50,10.22,-5.82,0.17,-0.47,-1.91,-0.53,-2.00,-0.0044,-0.0341,0.1304
4200,-7.36,-15.39,10.22,-5.82,0.17,-0.60,-2.18,-0.73,-2.41,0.2799,-0.1442,0.1548
4210,-12.29,-14.05,10.22,-5.82,0.18,-0.84,-2.42,-1.09,-2.78,0.2224,-0.2205,0.0717
4220,-9.75,0.87,10.22,-5.82,0.17,-1.02,-2.36,-1.36,-2.68,-0.0743,-0.1639,0.0857
4230,6.05,-8.31,10.23,-5.82,0.17,-0.86,-2.48,-1.13,-2.86,0.1033,0.1415,0.0848
4240,-5.06,-10.07,10.23,-5.82,0.17,-0.94,-2.62,-1.25,-3.08,0.0516,-0.0345,-0.3687
4250,-5.60,-12.26,10.24,-5.81,0.17,-1.04,-2.81,-1.39,-3.37,0.1521,-0.0736,0.0070
4260,-8.77,9.21,10.23,-5.81,0.17,-1.20,-2.57,-1.63,-3.00,-0.1880,-0.0854,-0.2508
4270,0.14,-6.34,10.23,-5.80,0.18,-1.17,-2.64,-1.58,-3.11,0.0567,0.0330,0.0903
4280,-3.67,-13.99,10.24,-5.80,0.17,-1.21,-2.87,-1.65,-3.45,0.1069,-0.0149,-0.2851
4290,-2.91,13.65,10.24,-5.81,0.17,-1.24,-2.54,-1.69,-2.95,-0.2999,-0.0189,0.0017
4300,9.81,7.94,10.24,-5.81,0.17,-1.02,-2.33,-1.35,-2.63,-0.2029,0.2132,0.1054
4310,14.36,17.81,10.25,-5.80,0.16,-0.70,-1.92,-0.86,-2.00,-0.3147,0.2294,-0.1372
4320,-12.09,0.97,10.26,-5.80,0.16,-0.92,-1.86,-1.20,-1.91,-0.0468,-0.2306,0.1660
4330,2.03,-6.58,10.27,-5.79,0.15,-0.86,-1.95,-1.10,-2.05,0.0962,0.0570,0.0928
4340,-6.64,-12.64,10.27,-5.80,0.16,-0.97,-2.17,-1.28,-2.38,0.2032,-0.1032,0.0703
4350,-2.38,-1.57,10.27,-5.79,0.16,-1.00,-2.15,-1.32,-2.35,-0.0105,-0.0227,0.1120
4360,2.14,-15.14,10.27,-5.79,0.16,-0.94,-2.41,-1.21,-2.75,0.2116,0.0579,-0.0443
4370,-2.28,10.07,10.27,-5.79,0.17,-0.96,-2.16,-1.25,-2.37,-0.2278,-0.0194,0.0308
4380,1.36,12.86,10.27,-5.78,0.17,-0.92,-1.85,-1.18,-1.90,-0.2624,0.0447,0.0090
4390,5.06,-0.65,10.27,-5.77,0.17,-0.80,-1.82,-0.99,-1.85,-0.0145,0.1055,0.0053
4400,2.11,-4.77,10.27,-5.78,0.18,-0.74,-1.88,-0.90,-1.94,0.0489,0.0463,-0.0889
4410,-7.23,-1.02,10.27,-5.78,0.19,-0.87,-1.86,-1.09,-1.92,-0.0130,-0.0901,-0.1658
4420,-6.08,16.41,10.27,-5.77,0.18,-0.97,-1.49,-1.25,-1.35,-0.3023,-0.0831,-0.0284
4430,-13.10,-0.38,10.28,-5.78,0.18,-1.21,-1.48,-1.61,-1.32,-0.0052,-0.1945,-0.0348
4440,-8.54,10.70,10.27,-5.78,0.19,-1.36,-1.24,-1.83,-0.95,-0.1782,-0.1013,-0.0822
4450,13.80,-5.77,10.26,-5.79,0.18,-1.07,-1.34,-1.38,-1.10,0.1121,0.3051,0.1483
4460,-8.58,-4.96,10.26,-5.79,0.19,-1.22,-1.41,-1.60,-1.21,0.0633,-0.1026,-0.1476
4470,-10.66,6.75,10.26,-5.79,0.18,-1.40,-1.24,-1.89,-0.96,-0.1261,-0.1547,0.0024
4480,1.81,2.71,10.27,-5.79,0.19,-1.33,-1.17,-1.78,-0.84,-0.0591,0.0687,0.1929
4490,-1.30,6.79,10.27,-5.80,0.18,-1.34,-1.01,-1.78,-0.60,-0.1338,0.0039,0.1466
4500,-1.86,-0.50,10.27,-5.80,0.18,-1.34,-1.01,-1.79,-0.59,0.0149,-0.0084,0.1831
4510,12.07,-9.63,10.27,-5.80,0.18,-1.07,-1.18,-1.37,-0.85,0.1592,0.2207,-0.0836
4520,3.61,6.34,10.28,-5.80,0.17,-0.97,-1.03,-1.22,-0.62,-0.1254,0.0871,0.1165
4530,-5.87,-6.23,10.27,-5.79,0.16,-1.07,-1.13,-1.37,-0.77,0.0932,-0.0710,-0.1525
4540,-4.26,3.44,10.27,-5.79,0.16,-1.14,-1.03,-1.46,-0.63,-0.0588,-0.0524,-0.0327
